Gene	Correlation
EPB41L3	0.1057357483293061
PFDN6	0.10565412084427447
MBTPS1	0.10562515587236732
CNPY1	0.10562348375119712
CUL7	0.10560882404794371
LIPJ	0.10558937288737669
UQCRC1	0.10551375858717553
STOML2	0.10542513840656925
GNG4	0.10538107944888539
SPACA3	0.10531708062908281
ZNF205	0.10531050780051336
RABAC1	0.10525948770117137
TAPBPL	0.10523563441931455
TMIGD3	0.10522796418360196
ELOVL4	0.10522415822901104
PCDHA1	0.10515473169448226
PDE6C	0.10514906965291311
LILRA2	0.10511476523608342
DLX4	0.1051023086195792
DOCK10	0.10502579656091195
TIMM17B	0.10501347159666073
TMEM216	0.1050005830541964
CD5	0.10494305401473702
SOX5	0.10492256367342151
CCT6A	0.10487582861300107
PABPC5	0.10486688467008928
C14orf28	0.10485571334616713
HUWE1	0.10485014713916228
TGFBR2	0.10480936086579722
COMMD1	0.10479213284440096
RSC1A1	0.10477916248466075
F8	0.10477321787278827
DDX41	0.10475471446730782
OR1F1	0.10471017121666751
CD247	0.10469571906976859
NPIPB5	0.10458604194628313
TMEM8B	0.10454566648461108
CAMK1G	0.10449308806271261
PPP1R3G	0.10447261682135359
KLK2	0.10447174493914979
IRGQ	0.10443325503134529
GLS2	0.10442921854519907
CEBPD	0.10441809407568117
RHOJ	0.10439833855313375
S100A5	0.10439275692681259
MID1	0.1043631338462983
PBX4	0.10435642393086778
TTC13	0.10433976125619754
APCDD1L	0.10433675064463889
FBXO32	0.10433013595747737
RBFA	0.10424998088234959
TMEM238	0.10419401122016539
COPS9	0.10418222038190578
VSIG8	0.1041236961058205
RCOR1	0.10405256836244367
SLC25A22	0.10400871134841515
BLOC1S2	0.10398705486442456
TOR1AIP2	0.10396546883677373
EIF3F	0.10390592155281304
SAMHD1	0.10390002043015449
AMOT	0.10389720445969969
LRMDA	0.10382412913892225
CAPN7	0.10374202100024826
OR8G5	0.1037308138017347
AAK1	0.10372754910988294
ISCU	0.10358194346458555
DDX20	0.1035665102438409
MLST8	0.10347423235982078
NSF	0.10338218521646031
B3GNT8	0.1033552517295875
ARPIN-AP3S2	0.10332532391919674
BEX3	0.10329862368634199
ARPC5	0.1032452566770805
ENAH	0.1031775126904691
DNAH3	0.1031606804241501
ZNF302	0.10313238052932755
RPL27A	0.10306079130714407
PTBP1	0.10305173748487528
FBN1	0.10297280704687017
ANXA2R	0.1029627132775394
NAV3	0.1029430123045691
ARMC10	0.10292820030455907
GDAP2	0.10291981718578322
BOLA3	0.10285313309945342
TREML1	0.10280693340917864
FHOD3	0.10279460728341744
FKTN	0.10271180006715767
BAAT	0.10269720057998909
TRAPPC6A	0.10267372224030753
CDH18	0.10263127119497793
TMEM11	0.10260317384232225
GSTK1	0.10258605424625028
AFF3	0.10255249172601016
RPL36AL	0.10251543541297453
HACD3	0.1025127000237541
FOSL2	0.10250586675204232
SNX30	0.10247600235088426
ANAPC11	0.1022677464962892
DDX19A	0.10217985073194158
POMP	0.10215574613757596
OSBPL7	0.10208877163034642
PHKB	0.10208193851458464
TIGD1	0.10205855506638137
GIPR	0.10203656802721406
ZNF100	0.10193608362280027
RPRD1A	0.10191752298723361
ATG13	0.10188632222398797
SLC25A42	0.10186147932803932
HOMER3	0.10179754064791043
HDAC1	0.10176561096324316
SOCS6	0.10163849700848014
SERTM2	0.10161059009589746
MS4A3	0.10157548545270216
REXO5	0.10154076466800403
MINAR1	0.10149626971247887
MAGEB6	0.10147340989429947
FBP1	0.10141860557777677
TRAF2	0.1014131044085627
TBL1Y	0.10140397875003224
DRD4	0.10140199080090771
IL17RA	0.1013795125360373
FAM120A	0.10128121587118787
TRNP1	0.10127728076395012
RPL21	0.10123127359172156
COQ8A	0.10119147565447875
ISLR	0.10119063233604288
PLEKHB1	0.10110758925545572
SRA1	0.10103082164761867
KCND2	0.10095917652124264
BCL2A1	0.10095916668491037
PIK3R5	0.10090974957632279
RHBDL2	0.10082878067483765
PPP6C	0.10075913466867176
SLC25A44	0.1007249874312826
MVB12A	0.10071999757109419
ZNF592	0.1006925530511626
DCK	0.10068425927572397
SLC35B3	0.10066108900974541
FAM124A	0.10062893076215591
AGK	0.10057562539628187
MVP	0.10054526903517279
SIGLEC5	0.10039724027064266
IL9	0.1002804817700906
CARNMT1	0.10026703358982743
RNF32	0.10026036859188579
HSPBAP1	0.10021901849787429
GAS2L3	0.10017477918287
VAMP3	0.10015703180869735
THUMPD1	0.10011895213875784
NANOS1	0.10011543953847475
RASL12	0.10010811442549505
SNX1	0.10008985534838785
RIC3	0.1000866059923335
MTPN	0.10008647018346951
AMOTL2	0.1000732900948672
MYO1F	0.1000355901587756
ACAT2	0.09992678168260478
HTR1D	0.09984627070274699
FCER1G	0.09982121559462266
LMO1	0.09979472951412777
TP53I11	0.09971590975694075
TOMM40	0.09971277457833648
RALGAPA2	0.09969946342388147
GDNF	0.09962885504159322
SNRPD2	0.09958234443034772
JPH1	0.09955660275389448
DPP9	0.09955240679778184
PRR7	0.09954842715503247
CEBPE	0.09952536229869877
POM121C	0.09952298786508426
DHRS9	0.09949758541463685
FCN3	0.09947231329835102
CFHR3	0.09939609192673898
CDH1	0.09936272530245363
EMP1	0.09931794372158047
DHRS2	0.09928663619352891
MPND	0.09923804476887488
RRP9	0.09913521335146991
NPPC	0.09913140689324511
SH3GL1	0.09909977149238296
SLCO4C1	0.09909294776833866
PPAN-P2RY11	0.09903252407425871
CCDC57	0.09898016517221005
SNX8	0.0988268753150915
SNUPN	0.09881480608746569
CASKIN1	0.09874185628110145
RFLNA	0.09871408305952437
FLYWCH1	0.09867105830536285
ZNHIT2	0.09866647253832302
FKBPL	0.09864325232648766
CTSB	0.09864301805028393
THSD1	0.09858499723325892
PCDHGB5	0.09856798308392094
NRP2	0.09850916368026733
TRADD	0.09850481650524974
KRBOX4	0.09847309340582502
LRRC39	0.09845490988055255
C3orf33	0.09838104743209106
NPB	0.0983458903829694
ZNF260	0.09834365490321009
S100P	0.09833220287070203
PAPLN	0.09829633215899279
KLHL35	0.09827023829578829
CRH	0.0982558975503036
LENG8	0.0982512360149351
SPTBN1	0.09817493779301252
SLCO1B3	0.0981313305489654
BCAP31	0.09810492023720263
NMRAL1	0.09810421292912282
GGTLC2	0.09808341324242627
CARD10	0.09806905931426452
PRELID1	0.09805240474285976
CLDN9	0.09801055954421373
EGR2	0.0979943782489271
PDE4B	0.0979878109567518
GON4L	0.09797158596301107
ZNF285	0.09795171072088606
UCMA	0.09792363832049242
CEP78	0.09790625802361876
DIO3	0.09789654058485402
ZXDB	0.09789164742905308
FANCE	0.09784710524276845
PCSK9	0.0978432213247086
FEM1B	0.09781184732582665
CHRM1	0.09776991164609261
PRAG1	0.09773077881196178
CYB5A	0.09766175971256959
SPIDR	0.09761895106166961
ZFYVE26	0.09760050610914561
RECK	0.09759118804071529
PCDH11X	0.09751377378713941
TEF	0.09750338529132092
KRT19	0.0974938188526789
PFDN1	0.09746718833541869
SRSF2	0.0974574344732736
GGCX	0.09743289488137373
C6orf89	0.0974284766399811
ORC3	0.09734711964118467
MED22	0.0973025400876356
IQCH	0.09729488547838634
OTUD7B	0.09717461926634403
KRBA1	0.09716612913054766
INSIG1	0.09715421456222674
SPTLC1	0.09712849301679412
LAMP5	0.09703934814528344
BTBD2	0.09701359119285011
INSL4	0.09697405261911547
RFXANK	0.09694428615957282
WNT3	0.09693144974656848
TNIP3	0.0969102505385265
HOXA11	0.09689777926288408
KCNS2	0.09686690523373052
CBX8	0.09685966706714397
MUCL1	0.09684512904689734
PISD	0.09680432228903157
PRRG2	0.09679525343074269
NR2F6	0.0967741770317529
PCCA	0.09671727768505599
DST	0.09667838708995546
ABCC12	0.09667646134945393
ZNF829	0.09665321302177148
UQCC2	0.09661253455977788
ANGPTL5	0.09660347688932586
ETV3L	0.09658749102436306
RBM42	0.09654639506452166
CNTN3	0.09632865056540625
HPRT1	0.09629058454141355
KLK15	0.09626138422341016
RER1	0.09625994202363787
WDR92	0.09625042476909079
PIAS1	0.09620442922526119
IDUA	0.09619796755658465
CLEC12A	0.09618966888082306
ATXN7L1	0.09616955361675969
DNTTIP2	0.0960979105781187
POP7	0.09586798884351697
FAM83E	0.09582965766821078
YWHAH	0.09578206616190668
PAWR	0.0957549682744664
COA3	0.09571805237082329
SLC25A33	0.09571543798362052
RAB3A	0.09570769763877078
CSNK1G1	0.09570646078967705
ITGA7	0.09566949832392338
TAS2R10	0.09565091377509485
ANKRD34B	0.09561227280080474
TANGO2	0.09560537977158447
WDR25	0.09559322503591501
ZNF878	0.09554566471392682
MOSPD2	0.09549247405974422
AVPR2	0.0954631989390871
C1orf122	0.09541104546562118
C16orf46	0.09540551758502339
SLC22A15	0.09538028051471818
CIDEA	0.09535384723874726
APEX2	0.09533779860891693
OR2H1	0.09531029875647938
ZNF488	0.09530567612646364
GLTPD2	0.09530428808539435
MRPL9	0.095232885522054
MCIDAS	0.09519458521392765
NLN	0.09518268721771374
HAVCR2	0.0950728381229121
SLC2A13	0.09503282257672584
MRAS	0.09502939027937865
ANAPC13	0.09500425123137778
MAP3K11	0.09495932024727333
MT-ND1	0.09495923446920175
CYTH4	0.09494848572759229
ADAM17	0.09487323087765746
SLC26A6	0.09482901277022421
ANKRD63	0.09479557073127248
SH3RF2	0.09478357282468651
HEYL	0.09476044297001891
ANKS6	0.09460863041140177
RP1L1	0.0944560522398132
ZRSR2	0.09443774020781448
AMY1C	0.09439415948587769
ERG28	0.09434128259865923
NWD1	0.094316874941487
MED7	0.09430443102232386
GID8	0.09418471367422754
TP53BP2	0.09415624835327874
EHD4	0.0940753586706294
RNPEPL1	0.09406569305466875
CBLN3	0.09401861794334969
SLAMF1	0.09398312023894209
CHD8	0.09393923157154714
LSM14A	0.0939362608821777
CLP1	0.09391836233901973
IFIH1	0.09384735472242779
OAF	0.09382621151421218
ALDH8A1	0.09381159010615234
DNAJC11	0.09379361337520277
RPGR	0.09378284193292963
CPNE9	0.09371775547780394
HNRNPAB	0.09371403957204959
NAA15	0.09370187858974215
CATSPER3	0.09369805409159415
ZFP91	0.09367560617565934
DNAL4	0.0936732057470507
NT5E	0.09366844518073661
AURKA	0.09359461767307056
NAPA	0.09357954037618546
SVBP	0.0935628408882795
EXOC3	0.09349673336759225
PRPH	0.09346764672466319
FKBP9	0.09341430332706042
ORMDL3	0.09336935823718705
ADGRL4	0.09336209341700752
ZNF331	0.09336012391629445
ERH	0.09333834622978748
IL17D	0.09331957737394883
IL36G	0.09328112433458012
TEX46	0.09327033644085424
MGAT4B	0.09319131120485366
CCBE1	0.09313707370607927
SNX3	0.09305924691947134
LGALS9C	0.09297076027443275
CLMP	0.09295429569185873
PARD6B	0.09292960620742564
CTSL	0.09292656820641615
TCTN1	0.09291547806084093
ATP6V0D1	0.09288704296658803
TRPV4	0.09286371662948967
ALDH1A2	0.0928393272669998
GZMM	0.09283696235593626
APPL1	0.09280941603971268
NDUFAF7	0.0927991930488764
APOD	0.09275597201062366
PKDREJ	0.09268342474593813
UGDH	0.0926710513746522
ABCA9	0.09264844884366737
MTFR1	0.09262180409183211
MELTF	0.09250649667399476
DKK2	0.0924993464170618
CCT4	0.0924390091955881
AOX1	0.09243105600215795
POU5F1	0.092318851042480915
TRPV6	0.09231215837661068
PRMT3	0.09230601996335927
PLK4	0.09229330425793905
CLEC19A	0.09224160172032293
CEP89	0.09205559622362623
MINAR2	0.09202487217188365
SLC23A2	0.09193248333663655
CBR1	0.09191171121742595
ELF2	0.09182285114464889
LZIC	0.09177702240503784
TSSK6	0.09176909278250975
SYNGR3	0.09173060531176651
TBL2	0.0917262528450788
CLCNKB	0.0916553285179924
RNF207	0.09163306510572197
IQCC	0.09159601200883162
ZNF335	0.09153620994905623
USP40	0.0915165070217349
ICE1	0.09151491441604527
CEP76	0.09149603134236485
VRK1	0.09143427673019283
KAT7	0.09136134500207352
CHMP4B	0.09133295024823364
FOXP2	0.0913097590370338
ATG2B	0.09130055498706582
HRC	0.09128410026267116
NUP155	0.09126621615400539
DPYS	0.09125912743025993
SPACA9	0.09121854794863637
CPSF1	0.09114338834966429
AHSA1	0.09109506007781273
UBE2L5	0.09109138431899695
COX20	0.09101302082989086
UNC80	0.09101039474254735
LRRC42	0.09100316952421948
OLA1	0.0909055842881667
PAH	0.09089950940634539
SF3A3	0.09088313713105496
BAIAP3	0.09082316458729162
KLF4	0.09080279814681218
DRD3	0.0907087743654937
HDAC4	0.09065113432665582
DCBLD2	0.0906367186731654
EIF2AK1	0.09062671098009721
SORD	0.09057594526870096
CD24	0.09056197044671302
FAM102A	0.09055016258647429
NEO1	0.09054786657436857
ZNF813	0.09054614719659912
LMOD3	0.09053156081591275
ILDR2	0.09051853170940721
OR14J1	0.09050852451795875
ASPG	0.09050374584139721
TRIM24	0.09044071708894719
USHBP1	0.09043100482416988
PLA2G2F	0.09036539190163317
CSAG1	0.09034216002758565
PSG8	0.09028201165068292
NXPH3	0.09024582855191203
KIAA0319L	0.09018346440855884
HOOK2	0.09014924781509036
CABP5	0.09012883265250421
SMIM14	0.09012570307443434
MYBPC2	0.09007419177331104
TMED1	0.08998737686741981
FAF1	0.08998597093492897
SNAI1	0.08990540352222706
ACOT6	0.0897365369284643
RAB26	0.08967146302087795
TMEM53	0.08958713444300338
MAGEA6	0.08958093214695087
LY75-CD302	0.08956711069910125
C19orf71	0.08956085364820232
THTPA	0.08954061663557279
KLHL21	0.08952700599102816
CYP4F11	0.0894948257266725
S100A6	0.08946784542347755
EDN3	0.08945889692004602
HAUS2	0.08943430275609182
BTBD1	0.0894151933550671
RAD51D	0.08941167085051567
UBE2H	0.08938026319235044
H4C4	0.08935802754317196
PRLR	0.08932588441137015
EIF2B3	0.08916548084405847
NOD1	0.08916366991624795
SMIM33	0.08916157012139557
EIF5B	0.08899690936334549
ITGAM	0.08895977788239291
MMACHC	0.08883251109406966
SPIB	0.08882291742980074
CD99	0.08878594999346283
HOATZ	0.08877154280023285
AR	0.0887574460307669
ZNF532	0.08875023186590818
BCL11A	0.08868938104764804
EPHX2	0.08868571601576225
MTERF4	0.08854504913934813
RBSN	0.08852686040822508
NCL	0.08845616896557011
IL17REL	0.08844581168627791
DHDDS	0.08843842076121183
CLTC	0.08841807329310979
PEX12	0.08835820667135802
PTPRQ	0.0883182609586905
ABHD1	0.08828164710481848
KIAA1109	0.08825403755105792
JPH2	0.08820604336351172
NRN1	0.08819613805944432
SULT2A1	0.08818969881570438
NXPE3	0.08811224732908061
DHX57	0.08809339646971895
CCDC74A	0.08803269856665064
EMC9	0.08798082633364182
ERC2	0.08793281069586972
CXCR2	0.08790855366087579
PLCXD3	0.08787287449515903
HOXA9	0.0878576625608129
KDM7A	0.08781493666846128
ZNF747	0.0876704469086349
SRPRB	0.0876575807433655
TUBA1B	0.08760757140383095
UBE3C	0.08758556461412238
CCNQ	0.08755201369463399
PTCRA	0.08755051709881419
AQP9	0.08751809773954126
TBRG4	0.08751454165650345
OR2J3	0.08750368763329601
HTR3E	0.08743176686114279
PSMA6	0.08737239023115291
SIPA1	0.08730672708402869
TMEM254	0.08730655360462942
KNCN	0.08729866210768582
SKP2	0.0872940954344339
PPP4R2	0.08728971584934297
C5	0.08724668305739254
LHFPL1	0.08721421612561331
UNC5D	0.08720575574471362
ACSBG1	0.08708167718773943
OCA2	0.08703436564351796
GNG7	0.08700491715214045
C1QTNF6	0.08696708277162242
RAD21L1	0.0869628212283787
METTL7B	0.08695781592557991
RPAP3	0.0869497294245659
RNF8	0.08690530729933364
PGAP3	0.08690325923131227
ZNF429	0.08688535838250275
CCL2	0.08678996078414095
MAPK15	0.08675440796749347
ZNF720	0.0867086015976432
PIGZ	0.08668948285299478
PPFIA4	0.08667835257326406
HDDC2	0.08664428733424649
CORO6	0.08663812085835418
BBS9	0.08660611114563826
PSMD8	0.0865721971490449
ZNF516	0.0865543858346261
NUP98	0.0865240310343641
ORC1	0.08651247805602334
SHISA9	0.0865056901768627
NIPA2	0.086383609703737
CCNYL1	0.08633706914111357
B3GALT1	0.08633529584738424
ABCD2	0.08628775551888022
SLC16A10	0.08623482467265224
LHFPL5	0.08620496487754734
TUBB2B	0.0861983398706662
C22orf15	0.08617745273305741
TRMT10A	0.0861656081641046
TJP3	0.08613771824192994
IFIT1B	0.08612523164536137
PPARD	0.08607813172797175
KCNRG	0.08606106396792734
RNF125	0.08605253323314908
TRAF3IP3	0.08604989279773394
RAB11FIP1	0.08597159332550768
ZNF721	0.08592551969412285
HNRNPA3	0.08590408640840773
NUP210L	0.08578716298516713
HES3	0.08578023958688968
ZNF578	0.08573910523377402
GNB1	0.0857309830488025
GPR137C	0.08565725816626252
IL17A	0.08565464422754915
LRRC18	0.0855795094416135
C19orf81	0.08551865347069441
ARHGAP44	0.08550178814705338
SFTPA1	0.08545504016845296
ERI2	0.08545386129300027
XRRA1	0.08532250768203702
MFRP	0.08521616012543427
NBPF3	0.08519528126313826
RRBP1	0.08516929293824547
CDC7	0.08515149050346008
TNFAIP1	0.08514740149873071
C3orf38	0.08512931116555239
MT-ND2	0.08509556191857306
ZNF775	0.08504710685945073
TMEM239	0.08499503845469342
SLC4A2	0.08498265361299233
ESRP2	0.08496255785984648
NODAL	0.08492692291094028
JCHAIN	0.08490417022421719
PTCH2	0.08483009830903974
UBE2F	0.08473496859869631
ESRRA	0.08469532318173777
NDUFS6	0.08468756904635814
SNX20	0.08465765919702123
KIF15	0.08456412639835811
PRPH2	0.08455028252970417
ZNF420	0.08449701692127819
MGAT5	0.08448321614186108
OR14C36	0.08435496830528465
TUBA3E	0.08435022078487467
SPAG1	0.0843240575413896
RRP15	0.08431046367738218
HAS2	0.08429155765422643
OTUD4	0.0842457973983562
TTC4	0.08420963153098238
AP1S3	0.08419743785464301
GOLGA6L10	0.08418938979303978
NPAS1	0.0841538534991515
PPP2R5E	0.08410218094099942
UBAP2	0.08403850683048629
KCNA3	0.08403632298764857
PIH1D1	0.08400599184301263
WDR5B	0.08399286743651016
E2F8	0.08386500458433381
TMOD2	0.0838196538739069
CBLN2	0.0838186739169259
SLC8A3	0.08379916177245426
EFCAB5	0.08377358795647778
NTF4	0.08374649948062647
PATE3	0.08374439572561357
ERVH48-1	0.08362160401851484
FOXA2	0.0835066320060201
COG3	0.08348416603800445
ZNF408	0.0834838760553083
BHLHE41	0.08343814607973518
NCK2	0.08341884847763277
GTF2E1	0.08335058574852755
SDCCAG8	0.08326184885869878
WDR89	0.0832421243330723
MTAP	0.08322855713357305
ZMYM3	0.0831703374336481
B3GNT3	0.08311591909239731
FAM200B	0.0830217959473106
FBXO42	0.08302132802808472
GRIN2C	0.08298025210229429
WDR77	0.08297943428438101
SLC8A2	0.08288587355968607
LY96	0.08285702301752337
WWC1	0.08285423585110178
TMC5	0.08278811968023092
NPHP1	0.08277163441503203
CD22	0.08276380511250166
EPB41L4B	0.08266893201369956
TCF4	0.08264709964999432
ASAH1	0.08262244583584306
TFAP2C	0.08252396653452937
PSCA	0.08245469504772661
ZNF442	0.08237398679782841
ZNF134	0.08234212135649678
PRSS16	0.08225819272220196
CCDC88B	0.08222189786725746
KRBOX1	0.08221629541692926
RAP1A	0.08220940189216477
ZNF77	0.08220490966838574
ITGAL	0.08198959708530833
FBXO43	0.08197657417340978
ZNF486	0.0819616691609549
THEMIS2	0.08195630144252224
TDRD12	0.08194382623473889
QTRT1	0.08193702191781312
SRSF8	0.08193187140332521
RARRES1	0.08191376056110568
MYCBP2	0.08182463999496725
DHODH	0.08180809215024851
HMGN1	0.08179099678852292
WRAP73	0.0817274464989828
MAEL	0.08170484119018195
THAP7	0.08161404220116449
CIPC	0.08157397536826953
NDUFAF8	0.08155793165216717
ITM2C	0.08154733403460149
COPS7B	0.08151206115601249
ZNF705D	0.0815097802877958
FRMD3	0.08145952594139026
EFCAB9	0.0814180133023788
NTHL1	0.08139202017284251
RARRES2	0.08138228494033274
AURKC	0.08136570197486408
C16orf74	0.08133503465833153
LGALS3BP	0.08131480096348868
LIN37	0.08118694275930957
HLA-DRB5	0.08115732295598291
SLC4A3	0.08106921823501417
C7orf61	0.08101876059154342
NUP54	0.08100088263993192
C8B	0.08095088899196967
FAAP100	0.0809374989334597
NDN	0.08091028571215615
RAB3IL1	0.08087933502435246
ATP6V1D	0.08082706455497192
TTC27	0.08076797697494624
SOX9	0.08071897253753103
PDZD11	0.08070194780608915
MYF6	0.08065121205937756
PIK3C2A	0.08063378338366053
ABCE1	0.0805308463538032
PAPPA2	0.08050969065821674
OBSCN	0.08046435608608488
POLR2F	0.08041722432695249
NCF1	0.08040810597417682
ZNF92	0.08034867843898436
TMEM79	0.08033362192556932
ACR	0.08032483380228918
GORASP1	0.08018911926756439
TIGD5	0.08018584532926286
RUNDC1	0.08012640412739783
GUK1	0.08011777414055968
CYP2A7	0.0801165843666064
H2BU1	0.08010800693284573
TMEM109	0.08004394348809836
LGALS3	0.07995123194959312
DUSP16	0.07981966361886722
PPP1R14B	0.0797854239616919
TRMT10C	0.07973995848784543
STOX2	0.07957697282184184
METTL4	0.07956256536996126
PSEN2	0.07948729493025726
PCIF1	0.0794495749855682
PRDM12	0.079430949683232
ETFDH	0.07935562108720849
VXN	0.07935043124068286
AP3S1	0.07934379155041572
DSN1	0.07919497356248466
PDK3	0.0791726823584066
ELK3	0.07916021727986192
GNAT1	0.0791310806517509
APC2	0.07909521389440959
SCLT1	0.07908120793800122
MT-CO3	0.0790677068384405
CLCN5	0.07905905783041725
HGS	0.07905295344376634
NAPSA	0.07902929943465024
PKDCC	0.0790157488581649
TARBP1	0.0790014526202956
SCYL1	0.07897169253086397
IKBKG	0.07896933332908247
SIGLEC14	0.07884190984751048
ZNF518B	0.0787848702777679
KCNK1	0.07878122113653872
BCAR1	0.07875403796453978
ULK4	0.07870946071245914
SEMA3F	0.07869578868295969
CLDN16	0.07866696387313318
RHOBTB2	0.07865840144942982
BBOF1	0.07860532588577958
HOXC10	0.0785952856616613
PLOD1	0.07857334595949765
NDOR1	0.07855558559661806
AQP7	0.07849828804040115
EID2	0.0784979222871966
ERI3	0.07848664058939327
KIFC2	0.07844567367198337
STMND1	0.07840448946691767
PTPN1	0.07839901682654758
AIFM1	0.07838373846945433
MYBPH	0.07837402922246861
PEX3	0.0783438479183821
FAM71A	0.07832639218024065
TAS2R7	0.07829943060246485
RAB31	0.07826932760056854
RASL11A	0.07821038887620771
URB2	0.0781578192220501
FSD2	0.0781099541333931
SPTY2D1	0.07802855524222868
YIPF4	0.07799908238231608
C1orf74	0.07790966644480353
TNFRSF1A	0.07788737481683808
TUBA4A	0.07786879707658015
PBK	0.07782637790556479
CFAP157	0.07779526147722149
TNPO1	0.07777554147078665
ERCC6L2	0.07772956844035726
ZNF197	0.07768618851191651
CTRL	0.07766285578013116
TBX10	0.07765137077434331
C2orf81	0.07765123379680951
SFRP2	0.07763981108211096
EMX1	0.07758669747844277
NSRP1	0.0775792534888934
STX18	0.07750873799001282
TXNDC16	0.07748778457931897
DDX49	0.07745590772471697
HNMT	0.07741022982569425
ADARB2	0.07740743613736291
EGFR	0.07735830405505296
FBXO3	0.07734748404620366
UROC1	0.0773350626785841
CSNK1A1	0.07730047438064704
CPVL	0.07725403795697236
GALNT12	0.07712429628191261
PSD3	0.07709196148437618
IL4	0.07708861235246696
DESI2	0.07708495071837773
ST6GAL2	0.0770797873036822
MRGBP	0.0770788250072107
CWC15	0.07702467990774604
AL441992.2	0.07701132282802822
ZNF675	0.07700055584005402
ZBTB34	0.07689649323406374
ACTN1	0.07685755697662346
NDRG1	0.07682957079515365
SNRK	0.07681841416424855
ACOXL	0.0767845257731064
PNKP	0.07678223070997837
RLN3	0.076764929408354
MPZL3	0.07676384450183447
ZDHHC7	0.076730759091232
CIRBP	0.07669859621809966
ARHGEF37	0.0766905556951147
PPP3CA	0.07666668659082282
CAPN10	0.0766255918219228
ACER2	0.07659517129954334
BCL11B	0.07653052138973747
CNR2	0.07644461019530466
ASPRV1	0.07644273446389302
PPP1R13B	0.07639801120004329
NAP1L3	0.07631973169767313
HERPUD1	0.07623065945479136
ANP32A	0.07621135178346615
KLHDC3	0.07620197352189581
OSBPL9	0.07619458546543388
SLFN11	0.07616773986341496
ISY1	0.0761623995939636
SLC43A1	0.0761296007306008
SMAD4	0.07612369443234042
H1-3	0.07610165579722585
CCL4L2	0.07608386903158192
PSMA4	0.07601461870877864
TFE3	0.07601415711934974
MAGEA8	0.07597915145178383
FZD4	0.07595687201216567
LRRC20	0.0759323900833028
MAB21L2	0.07588860753871363
CYB5D1	0.07588332628623194
EVC	0.07587173945945203
OR6M1	0.07585297231212094
AKT1S1	0.07584480863546975
F13A1	0.07582259587007903
IL11	0.07578971410707233
UGGT2	0.07561774278906701
TMEM184C	0.0756025878250491
SLC39A5	0.07556622551056769
ATP1B3	0.07549611013447961
NFATC2IP	0.07544217863482446
KCNS1	0.07542320905487837
DEF6	0.0753728873604274
ST3GAL3	0.07535371960468447
CALCRL	0.07526660227739121
SCML1	0.07526115078907779
COPB2	0.07524987938779924
UTS2R	0.07523178602094044
RCVRN	0.07522557363637651
DOK3	0.07521217843792433
TRIM50	0.07520953147875004
CCT3	0.07516290742878476
WDR46	0.07514369727798431
KHDC3L	0.07513877710793636
FAM50A	0.07510095759503117
SRRM2	0.07508765681547373
TIMM10	0.07504248718335427
MTLN	0.07499034934208279
PNRC1	0.07498889392374065
KCNG3	0.07497205649534738
NBPF4	0.07496579812577134
DAP3	0.074943219038205
SORBS3	0.07491388382083024
FAHD2B	0.07480826886931402
ERFE	0.07476891254069645
PLA2G15	0.07476169552478912
ST14	0.07475146256677008
PSG5	0.07469512966131477
C5orf15	0.07468044737691044
BTG1	0.07464278109190088
ELP6	0.07463565475971967
PFN2	0.0745832320612619
ADGRB2	0.0745440574843786
CTDSPL2	0.07454200013863437
GRIN2A	0.0745276012961613
DDX60L	0.074481662634915
MAIP1	0.07446901189064936
TXNRD3	0.07445540345623958
CDIP1	0.07444201377658548
C1S	0.07441088860698665
MSI2	0.07439888876866062
ZDHHC5	0.07438923547386869
SYCP2	0.07436865920235816
FNDC10	0.07433968217397466
HLA-DOB	0.07430777094989821
ARHGAP30	0.07427594970597663
PSMB3	0.07424551651795538
FANCD2OS	0.07423136589563258
FXYD6	0.07420902980693972
C11orf97	0.07420013797315042
NPTN	0.07415549781252594
TP73	0.07412613836789442
CD209	0.07410343242108318
CCDC85B	0.07407792711937984
NR1H4	0.07406393624414674
MARVELD2	0.07394504264105407
EVA1C	0.073916088250587
ZNF287	0.07388450939891622
PPM1B	0.0738678505701243
MTRF1L	0.07386112001255499
OR51A7	0.07384261856230508
KLC2	0.07382296882019831
PPEF1	0.07379037248419658
JSRP1	0.0736769003165522
ZNF845	0.07367024096002754
CCDC73	0.07365137419486144
CTF1	0.07362110298032656
FTCD	0.07359708261218227
PYCARD	0.07351738233999837
DAND5	0.07351683262713359
BAIAP2L1	0.07349560239114766
SLC26A2	0.0734438081725364
ZNF133	0.07333399420052422
PDCL2	0.07324156684786769
NICN1	0.07321965718640092
GAA	0.07312883190932874
SUMO4	0.07305748483153493
FOXD2	0.07302411278061173
CALML4	0.07293094917550443
SP140	0.072920195496316
ABCC1	0.07289362349452097
DHCR24	0.07280564930008969
SERBP1	0.07270698171569107
IL1RN	0.07269351521624925
GPD1	0.07269228957951213
LRRFIP1	0.07268948079123505
NLGN4X	0.07268519944651282
GORASP2	0.07267175238085796
PTPRCAP	0.07265745787173487
CDK5	0.07254628353172106
ACSM1	0.07247646440177563
DDAH1	0.07247090239379375
CCDC71	0.07239012812318417
IFITM10	0.07232427568654833
PTN	0.07229361599635492
ADAMTS5	0.0722555480299059
CCDC86	0.07220044885367112
ALPG	0.07216568160215299
ASIC1	0.07206118275493394
MIS18BP1	0.07196184677361449
